title,title-en,category,region,position,website,address,desc-fr,desc-en,wiki-fr,wiki-en,popularity,credit-desc-fr,credit-desc-en
Forêt de Brocéliande,Brocéliande,nature,bretagne,"[48.018829,-2.17395799999997]",tourisme-broceliande.bzh,"1 Place du Roi Saint-Judicael, 35380 Paimpont","Brocéliande est une forêt mythique citée dans plusieurs textes, liés pour la plupart à la légende arthurienne. Ces textes, datés du Moyen Âge pour les plus anciens, y mettent en scène Merlin, les fées Morgane et Viviane, ainsi que certains chevaliers de la table ronde. D'après ces récits, la forêt de Brocéliande héberge le val sans retour, où Morgane piège les hommes infidèles jusqu'à être déjouée par Lancelot du lac ; et la fontaine de Barenton, réputée pour faire pleuvoir. Brocéliande serait aussi le lieu de la retraite, de l'emprisonnement ou de la mort de Merlin.
Le premier texte à la citer est le Roman de Rou, rédigé par le poète anglo-normand Wace vers 1160. C’est dans les textes postérieurs que Brocéliande trouve son nom actuel et la plupart de ses attributions, sans que sa localisation physique ne soit évidente. La première revendication physique de cette forêt remonte au 30 août 1467 lorsque les Usemens et Coustumes de la foret de Brecilien sont écrits au château de Comper par un certain Encore, chapelain du comte Guy XIV de Laval. Ces revendications physiques évoluent au fil des années. Au début du XIXe siècle, Brocéliande est assimilée à la Forêt de L’orge (dite forêt de Quentin). Depuis les années 1850, différents auteurs l'associent surtout à la forêt de Paimpont, au point que cette théorie devient la plus largement admise par la culture populaire. Seules les communes situées autour de la forêt de Paimpont utilisent le nom « Brocéliande ». 
Depuis les années 1980, d'autres théories postulent sa localisation près de Huelgoat, de Dol, à Paule ou en Normandie, notamment près du Mont Saint-Michel.","Brocéliande (also known as Breselianda, Bersillant, Berthelien, Berceliande, Brecheliant, Broceliande) is a legendary enchanted forest that had a reputation in the medieval European imagination as a place of magic and mystery. Brocéliande is featured in several medieval texts, mostly related to the Arthurian legend and the characters of Merlin, Morgan le Fay, Lady of the Lake, and some of the Knights of the Round Table. It first appeared in literature in the Roman de Rou chronicle by Wace in 1160 and today is most commonly identified as Paimpont forest in Brittany, France. 
Brocéliande is a place of legend due to its uncertain location, unusual weather, and its ties with Arthurian mythology, most notably the tomb of the legendary figure of Merlin. According to these accounts, the forest sheltered the enchanted Vale of No Return, the magical fountain of Barenton, and the place of Merlin's retirement, imprisonment or death.",86832,2577394,1,Wikipédia : Brocéliande,Wikipédia : Brocéliande
Lac Pavin,Lac Pavin,nature,auvergne,"[45.498973,2.88686570000004]",,"Lac Pavin, 63610 Besse-et-Saint-Anastaise","Le lac Pavin est un lac d'origine volcanique situé dans les monts Dore (Massif central), sur le territoire de la commune de Besse-et-Saint-Anastaise (Puy-de-Dôme, région Auvergne-Rhône-Alpes, France).","Lac Pavin is a meromictic crater lake located in the Puy-de-Dôme department of France, between Besse-en-Chandesse and Super-Besse. It gives its name to a cheese: Pavin cheese.",109741,13050384,1,Wikipédia : Lac Pavin,Wikipédia : Lac Pavin
Puy de Sancy,Puy de Sancy,nature,auvergne,"[45.528387,2.81393000000003]",,"Puy de Sancy, 63680 Mont-Dore","Le puy de Sancy est un sommet des monts Dore situé dans le département du Puy-de-Dôme, à 35 kilomètres au sud-ouest de Clermont-Ferrand. C'est, avec ses 1 885 mètres d'altitude, le point culminant du Massif central et le plus haut volcan en France métropolitaine.","Puy de Sancy (US: , French: [pɥi d(ə) sɑ̃si]; Auvergnat: Puèi de la Crotz [ˈpœj də lɔ ˈkɾu(ts)], lit. 'Mount of the Cross') is the highest mountain in the Massif Central. It is part of an ancient stratovolcano which has been inactive for about 220,000 years.
The northern and southern slopes are used for skiing, and a number of cablecars and skilifts ascend the mountain. Skiing has been practised on the mountain since the early 20th century. Two local priests traversed the Puy de Sancy on skis in 1905. In 1936, a cable car link was built from Mont-Dore to one of the needles just below the summit. In December 1965, a cable car accident injured ten passengers and killed seven others. Super-Besse is another ski resort, located on the southwestern slope.
The valley to the north is also the source of two streams called Dore and Dogne, which unite to form the Dordogne River, which flows through the nearby spa town of Mont-Dore and on to the Gironde estuary.",141687,2706323,3,Wikipédia : Puy de Sancy,Wikipédia : Puy de Sancy
Cap Fréhel,Cap Fréhel,nature,bretagne,"[48.6835323,-2.31797110000002]",www.paysdefrehel.com,"Route du Cap, 22240 Fréhel","Le cap Fréhel est une pointe de grès rose au relief tourmenté qui sépare à l'est la baie de Saint-Brieuc de la Baie de Saint-Malo, sur la côte de la Manche. Il est situé sur la commune de Plévenon et non sur celle, limitrophe, de Fréhel, comme pourrait le laisser penser le nom de cette dernière, dans le département français des Côtes-d'Armor.Ce cap compte parmi les plus impressionnants de Bretagne : la falaise domine la mer d'environ 70 mètres.
Le Cap Fréhel est classé pour son intérêt ornithologique et pour le bon état de conservation des landes côtières.","Cap Fréhel is a peninsula in Côtes-d'Armor, in northern Brittany, France which extends off the Côte d'Émeraude into the Golfe de Saint-Malo. No towns or villages are situated on the peninsula; however, two lighthouses, one from the 17th century and the other one from 1950, are located at the tip of it. The Cap is located 8.5 km from the town centre of Fréhel, although, administratively, it is located within the territory of the commune of Plévenon.
The peninsula is surrounded mainly by cliffs, which make it difficult to access it via sea. The whole of the undulating terrain is covered in moorland and marshes, which make it difficult to construct any structure on the site.
Cap Fréhel gives its name to Cape Freels when sailors from Newfoundland begin to fish Atlantic cod.
It is also the finish of Stage 5 of the 2011 Tour de France.
French actress and singer Fréhel had taken her stage name from this peninsula.",415150,3459989,1,Wikipédia : Cap Fréhel,Wikipédia : Cap Fréhel
Rochefort-en-Terre,Rochefort-en-Terre,city,bretagne,"[47.699705,-2.33617900000002]",www.rochefort-en-terre.com,56220 Rochefort-en-Terre,"Rochefort-en-Terre [ʁɔʃfɔʁ ɑ̃ tɛʁ] est une commune française, située dans le département du Morbihan en région Bretagne. En 2016, Rochefort-en-Terre a été élu « Village préféré des Français ».","Rochefort-en-Terre (Breton: Roc'h-an-Argoed) is a commune in the Morbihan department of Brittany in north-western France.
Rochefort-en-Terre is a designated “Petite Cité de Caractère”.
The medieval chateau located in the town was the home of American painter Alfred Klots. He purchased the chateau in the early 1900s and oversaw its restoration. His son Trafford Klots inherited the chateau and continued to paint there and entertain other visiting artists. After his death his wife donated the building to the French government. In the grounds of the building is the NAIA museum, named after an early twentieth century witch who lived in the town. It houses a small collection of fantasy and kinetic art and sculpture.",179760,13583163,1,Wikipédia : Rochefort-en-Terre,Wikipédia : Rochefort-en-Terre
Citadelle de Besançon,Citadel of Besançon,historical,franchecomte,"[47.2318894,6.03173770000001]",www.citadelle.com,"99 Rue des Fusillés de la Résistance, 25000","La citadelle de Besançon est une place forte surplombant la ville de Besançon (Doubs), en Bourgogne-Franche-Comté. Elle constitue un des chefs-d'œuvre de Sébastien Le Prestre de Vauban (1633-1707), ingénieur militaire du roi Louis XIV. Son site est classé en 1924, puis l'édifice est classé au titre des monuments historiques par trois arrêtés de 1942 et 1944, et inscrit depuis le 7 juillet 2008 sur la liste du patrimoine mondial de l'UNESCO au sein des Fortifications de Vauban regroupant douze sites représentatifs du génie architectural de Vauban.
La première pierre de la citadelle est posée au mont Saint-Étienne le 29 septembre 1668 alors que la ville est une possession de la Couronne d'Espagne. Le traité de Nimègue, signé le 10 août 1678, rattache définitivement Besançon et sa région au royaume de France. Louis XIV  décide alors de faire de Besançon un des maillons essentiels du système de défense de l'Est de la France et confie à Vauban le soin de poursuivre la construction.
La citadelle de Besançon est aujourd'hui le symbole de la ville et un haut-lieu du tourisme de Bourgogne-Franche-Comté, troisième monument payant de la région quant à la fréquentation avec chaque année de 200 000 à 300 000 visiteurs. En plus de son cadre historique architectural et de sa situation géographique privilégiée, il abrite trois musées labellisés Musées de France : le Musée de la Résistance et de la Déportation, le Musée comtois et le Muséum qui est réparti selon cinq espaces : le Jardin zoologique, l'Aquarium, l'Insectarium, le Noctarium et le Naturalium. Des espaces de restauration et une boutique sont présents sur le site.","The Citadel of Besançon (French: Citadelle de Besançon) is a 17th-century fortress in Franche-Comté, France. It is one of the finest masterpieces of military architecture designed by Sébastien Le Prestre de Vauban. The Citadel occupies 11 hectares (27 acres) on Mount Saint-Etienne, one of the seven hills that protect Besançon, the capital of Franche-Comté. Mount Saint-Etienne occupies the neck of an oxbow formed by the river Doubs, giving the site a strategic importance that Julius Caesar recognised as early as 58 BC. The Citadel overlooks the old quarter of the city, which is located within the oxbow, and has views of the city and its surroundings.
The fortification is well preserved. Today it is an important tourist site (over a quarter of a million visitors per year) due both to its own characteristics and because it is the site of several museums. These museums include a museum of the Resistance and deportation, a museum focusing on traditional life in Franche-Comté and the region's archeological history, and a museum of natural history that includes a zoo, an insectarium, an aquarium, vivariums, a noctarium, a climatorium, a pedagogical exhibit on evolution, botanical gardens, and a children's farm. There is also a restaurant and shops.
On 7 July 2008, UNESCO listed the Citadel, together with nearby Fort Griffon, as a World Heritage Site. Since 1942, the French Ministry of Culture has listed the Citadel as a Monument historique.",3968336,23782203,1,Wikipédia : Citadelle de Besançon,Wikipédia : Citadel of Besançon
Les Sept Îles,Jentilez,nature,bretagne,"[48.89058,-3.47433100000001]",,Les Sept Îles,"Sept-Îles (en breton : ar Jentilez) est le nom d'un petit archipel situé au nord de la Bretagne, dépendant de la commune de Perros-Guirec. 
C'est la plus ancienne et la plus importante réserve ornithologique privée de France. Elle fut créée en 1912 en réaction au massacre des macareux. Elle accueille essentiellement des oiseaux de mer, fous de Bassan, cormorans et alcidés (macareux, pingouins torda, guillemots de Troïl) et est également un site de reproduction du phoque gris.","For the city in Quebec, see Sept-Îles, Quebec

Sept-Îles (French for seven islands) or  Jentilez (in Breton) is a small archipelago off the north coast of Brittany, in the Perros-Guirec commune of Côtes-d'Armor. This group of islands is home to an important bird reserve, and is the home of various seabirds, including northern gannets, cormorants, and members of the Alcidae family (puffins, common guillemots, razorbills). This is also a reserve for grey seals.",142445,3248197,1,Wikipédia : Sept-Îles (Côtes-d'Armor),Wikipédia : Jentilez
Plougrescant,Plougrescant,city,bretagne,"[48.841945,-3.22798399999999]",,22820 Plougrescant,"Plougrescant [plugʁɛskɑ̃] (en breton Plougouskant) est une commune du département des Côtes-d'Armor, dans la région Bretagne, en France.",Plougrescant (Breton: Plougouskant) is a commune in the Côtes-d'Armor department of Brittany in northwestern France.,45162,15200777,1,Wikipédia : Plougrescant,Wikipédia : Plougrescant
Château de Chavaniac,Château de Chavaniac,historical,auvergne,"[45.1576028,3.57914430000005]",www.chateau-lafayette.com,"Le Château, 43230 Chavaniac-Lafayette","Le château de Chavaniac, maison-forte située à Chavaniac-Lafayette, à 92 km au sud-est de Clermont-Ferrand, entre Brioude (24 km) et Le Puy (30 km) (Haute-Loire), est la maison natale du marquis de La Fayette.","The Château  de Chavaniac is a fortified manor house of eighteen rooms furnished in the Louis XIII style located in Chavaniac-Lafayette, Haute-Loire, in Auvergne, France.
Flanked by two towers of black stone, it was built in the 14th century and was the birthplace of General Lafayette in 1757.
In 1916, a group of wealthy philanthropists led by Scottish-born American industrialist John C. Moffat purchased the castle to serve as a center of philanthropy for people affected by World War I. Following the war he renovated it completely to preserve documents and objects relating to General Lafayette.
The Château de Chavaniac is now a museum open to the public.",95918,923128,1,Wikipédia : Château de Chavaniac,Wikipédia : Château de Chavaniac
Mont Mézenc,Mont Mézenc,nature,auvergne,"[44.913477,4.19081600000004]",,"Mont Mézenc, 07310 Borée","Le mont Mézenc [meˈzɛ̃] est un sommet montagneux d'origine volcanique situé au sud-est du Massif central, à la limite entre les départements de la Haute-Loire et de l'Ardèche. Il culmine à 1 753 m d'altitude au cœur du massif du Mézenc. Il est situé sur la même ligne de crête que le mont Gerbier-de-Jonc, entre Velay et Vivarais, sur la ligne de partage des eaux entre l'Atlantique et la Méditerranée.","The Mont Mézenc is a summit of the Massif Central, France.",517565,52873471,1,Wikipédia : Mont Mézenc,Wikipédia : Mont Mézenc
Côte de Granit Rose,Côte de Granit Rose,nature,bretagne,"[48.837506,-3.48337409999999]",,22700 Perros-Guirec,"La Côte de granit rose (en breton Aod ar vein ruz, littéralement « côte des pierres rouges »), est le choronyme qui correspond à une zone côtière de la Manche située dans les Côtes-d'Armor au nord de la Bretagne, dans la région historique du Trégor près de Lannion. Elle tient son nom par le fait que le granite qui affleure possède une dominante brune tirant sur le rose. C'est une appellation touristique.","The Côte de granit rose or Pink Granite Coast is a stretch of coastline in the Côtes d'Armor departement of northern Brittany, France. It stretches for more than thirty kilometres from Plestin-les-Grèves to Louannec, encompassing Trégastel. 
It has become a popular tourist destination due to its unusual pink sands and rock formations.",270948,20206998,3,Wikipédia : Côte de granit rose,Wikipédia : Côte de Granit Rose
Locronan,Locronan,city,bretagne,"[48.098711,-4.20747900000003]",www.villedelocronan.fr,29180 Locronan,"Locronan [lɔkʁɔnɑ̃] (Lokorn en breton) est une commune française, située dans le département du Finistère en région Bretagne.
L'important patrimoine architectural de Locronan, préservé très précocement, a permis au village d'être membre du réseau des petites cités de caractère. Locronan est aussi aujourd'hui gratifié du label des plus beaux villages de France, décerné par une association indépendante visant à promouvoir les atouts touristiques de petites communes françaises riches d'un patrimoine de qualité. Autour de l'église, les toits du village sont des œuvres d'art. De sa belle époque, le village a conservé une place centrale pavée ornée d'un puits, la vaste église Saint-Ronan, des maisons Renaissance en granite.","Locronan (Lokorn in Breton) is a commune in the Finistère department of Brittany in north-western France, with a population of 800.
Locronan is a member of the Les Plus Beaux Villages de France (""The most beautiful villages of France"") association.",3973705,6430549,1,Wikipédia : Locronan,Wikipédia : Locronan
Île-de-Bréhat,Île-de-Bréhat,nature,bretagne,"[48.846085,-2.99993900000004]",www.iledebrehat.fr,Île-de-Bréhat,"Île-de-Bréhat [il də bʁea] est une commune française située dans le département des Côtes-d'Armor au nord de la pointe de l'Arcouest en Bretagne. Elle est constituée de l'archipel de Bréhat, qui doit son nom à l'île principale, dénommée Bréhat, dont le nom breton est Enez Vriad. L'Île-de-Bréhat appartient au pays historique du Goëlo.
Cette commune est rattachée au canton de Paimpol (arrondissement de Saint-Brieuc).","Bréhat (French: Île-de-Bréhat, Breton: Enez Vriad) is an island and commune located near Paimpol, a mile off the northern coast of Brittany. Administratively, it is a commune in the Côtes-d'Armor department in northwestern France.
Bréhat is actually an archipelago composed of two main islands, separated only at high tide, and many smaller ones. It is famous for its pink granite rocks, very mild micro-climate and Mediterranean vegetation, due to the warm Gulf Stream coming from across the Atlantic.
Many day-trippers come to Brehat every day by the ferry service (les Vedettes de Bréhat) and visit the main tourist attractions, the Paon & Rosedo lighthouses, the St-Michel chapel, the Guerzido beach, the Birlot water-mill and the Verrerie of Bréhat.",11753,2997101,3,Wikipédia : Île-de-Bréhat,Wikipédia : Île-de-Bréhat
Pradelles,"Pradelles, Haute-Loire",city,auvergne,"[44.769875,3.88201800000002]",,43420 Pradelles,"Pradelles (Pradèlas en occitan) est une commune française située dans le département de la Haute-Loire, en région Auvergne-Rhône-Alpes. Elle est classée parmi les plus beaux villages de France.","Pradelles is a commune in the Haute-Loire department in south-central France.
The Robert Louis Stevenson Trail (GR 70), a popular long-distance path, runs through the town, though Stevenson stayed here less than an hour during his 1878 journey, described in the book Travels with a Donkey in the Cévennes.",470005,15786951,1,Wikipédia : Pradelles (Haute-Loire),"Wikipédia : Pradelles, Haute-Loire"
Domaine national de Saint-Cloud,Parc de Saint-Cloud,nature,iledefrance,"[48.8377327,2.2167187]",www.domaine-saint-cloud.fr,"Avenue de la Grille d'Honneur, 92210 Saint-Cloud","Le domaine national de Saint-Cloud, plus communément appelé parc de Saint-Cloud, est un parc situé sur les territoires des communes de Saint-Cloud (majoritairement), Marnes-la-Coquette et Sèvres dans le département des Hauts-de-Seine, près de Paris.
Avec ses 460 hectares, le parc de Saint-Cloud, site naturel protégé depuis 1923, a obtenu en 2005 le label Jardin remarquable. Le domaine a été classé à l'inventaire des monuments historiques dès 1900,. La tempête de décembre 1999 a fortement endommagé la forêt, dont la restauration continue.
Le parc abrite le pavillon de Breteuil, lieu de conservation du mètre-étalon de 1889.","The Parc de Saint-Cloud, officially the Domaine National de Saint-Cloud, is a domaine national (federal territory), located mostly within Saint-Cloud, in the Hauts-de-Seine department, near Paris, France.
The park, which covers 460 hectares (1,100 acres), was a nature reserve until 1923. It is considered one of the most beautiful gardens in Europe, and in 2005 the park was awarded Notable Garden status. On 9 November 1994 the park was classified as a Historic Monument. In 1999 a winter storm heavily damaged the park's forests. As of late 2008, restoration efforts were still underway. The park is operated as a domaine national under the French Ministry of Culture.",485652,20906030,1,Wikipédia : Domaine national de Saint-Cloud,Wikipédia : Parc de Saint-Cloud
Cancale,Cancale,city,bretagne,"[48.67707,-1.85227899999995]",www.ville-cancale.fr,35260 Cancale,"Cancale est une commune française située dans le département d’Ille-et-Vilaine, en région Bretagne, peuplée de 5 121 habitants. Elle est réputée pour ses huîtres plates sauvages issues de bancs naturels existant en eau profonde et plus récemment (vers 1950) pour ses huîtres creuses d'élevage.",Cancale (Breton: Kankaven; Gallo: Cauncall) is a commune in the Ille-et-Vilaine department in Brittany in northwestern France. It is known as the birthplace of Saint Jeanne Jugan. Inhabitants of Cancale are called Cancalais in French.,2862643,3174409,1,Wikipédia : Cancale,Wikipédia : Cancale
Prieuré Saint-Pierre et Saint-Paul,Souvigny Priory,historical,auvergne,"[46.5350609,3.19326339999998]",,"Place Aristide Briand, 03210 Souvigny","Le prieuré Saint-Pierre-et-Saint-Paul de Souvigny est situé dans la commune de Souvigny, dans l'Allier, en plein cœur de l'ancienne province du Bourbonnais. Souvigny était au Moyen Âge l'une des cinq filles aînées de la puissante abbaye de Cluny, en Bourgogne. Souvigny possédait beaucoup de paroisses et de petits prieurés, dont il encaissait les revenus dans le Bourbonnais et même au-delà comme Mars-sur-Allier et Champvoux, en Nivernais. Le prieuré est rattaché au diocèse de Clermont, de la province de Bourges. Il prendra le nom de prieuré Saint-Pierre de Souvigny puis prieuré Saint-Mayeul de Souvigny, puis de nouveau Saint-Pierre.","Souvigny Priory (French: Prieuré Saint-Pierre-et-Saint-Paul de Souvigny, Prieuré Saint-Mayeul de Souvigny), in the commune of Souvigny, Allier, France, in the centre of the old province of the Bourbonnais, was formerly a Cluniac priory, of which the church remains in operation.",4342245,43083381,1,Wikipédia : Prieuré Saint-Pierre-et-Saint-Paul de Souvigny,Wikipédia : Souvigny Priory
Montpeyroux,"Montpeyroux, Puy-de-Dôme",city,auvergne,"[45.621567,3.20324900000003]",,63114 Montpeyroux,"Montpeyroux (Montpeirós en occitan) est une commune française, située dans le département du Puy-de-Dôme, en région d'Auvergne-Rhône-Alpes.
Elle fait partie de l'association Les Plus Beaux Villages de France.",Montpeyroux is a commune in the Puy-de-Dôme department in Auvergne in central France.,83368,15916951,1,Wikipédia : Montpeyroux (Puy-de-Dôme),"Wikipédia : Montpeyroux, Puy-de-Dôme"
Alignements de Carnac,Carnac stones,historical,bretagne,"[47.5925782,-3.08254250000005]",www.menhirs-carnac.fr,"LIeu-dit le Ménec, 56340 Carnac","Les alignements de Carnac forment un site d'alignements mégalithiques exceptionnel situé sur les communes de Carnac et de La Trinité-sur-Mer dans le département du Morbihan en Bretagne (la région de Carnac réunissant la plus forte concentration de mégalithes du monde) et constitué d'alignements de menhirs, de dolmens et d'allées couvertes et réparti sur plus de quatre kilomètres. Les alignements de Carnac sont les ensembles mégalithiques les plus célèbres et les plus impressionnants de cette période avec près de 4 000 pierres levées vers 4500 ans avant notre ère.  
Depuis 1991, la fréquentation sur les sites est régulée, par souci de préservation des monuments, des sols et de la lande. Les alignements sont toutefois accessibles au public en haute saison par le biais des visites conférences avec un guide proposée par la Maison des mégalithes, et sont en libre accès en période hivernale. Le site est géré par le Centre des monuments nationaux, établissement public sous tutelle du Ministère de la Culture. 
Les menhirs sont protégés au titre des monuments historiques par plusieurs listes et arrêtés successifs, les premiers en 1889. En 1996, les sites mégalithiques de Carnac sont inscrits sur la liste indicative de l'UNESCO en vue d'une  candidature d'inscription au Patrimoine mondial dans la catégorie culturelle.","The Carnac stones (Breton: Steudadoù Karnag) are an exceptionally dense collection of megalithic sites in Brittany in northwestern France, consisting of stone alignments (rows), dolmens (stone tombs), tumuli (burial mounds) and single menhirs (standing stones). More than 3,000 prehistoric standing stones were hewn from local granite and erected by the pre-Celtic people of Brittany, and form the largest such collection in the world. Most of the stones are within the Breton village of Carnac, but some to the east are within La Trinité-sur-Mer. The stones were erected at some stage during the Neolithic period, probably around 3300 BCE, but some may date to as early as 4500 BCE.Although the stones date from 4500 BCE, modern myths were formed which resulted from 1st century AD Roman and later Christian occupations. A Christian myth associated with the stones held that they were pagan soldiers in pursuit of Pope Cornelius when he turned them to stone. Brittany has its own local versions of the Arthurian cycle. Local tradition claims that the reason they stand in such perfectly straight lines is that they are a Roman legion turned to stone by Merlin.In recent centuries, many of the sites have been neglected, with reports of dolmens being used as sheep shelters, chicken sheds or even ovens. Even more commonly, stones have been removed to make way for roads, or as building materials. The continuing management of the sites remains a controversial topic.",1442608,5073606,3,Wikipédia : Alignements de Carnac,Wikipédia : Carnac stones
Lavoûte-Chilhac,Lavoûte-Chilhac,city,auvergne,"[45.147678,3.40179499999999]",,43380 Lavoûte-Chilhac,"Lavoûte-Chilhac  communément appelée Lavoûte, est une commune française située dans le département de la Haute-Loire en région Auvergne-Rhône-Alpes.
Son site naturel saisissant par la boucle que forme l'Allier et son riche patrimoine architectural en font une étape touristique emblématique des gorges de l'Allier.",Lavoûte-Chilhac is a commune in the Haute-Loire department in south-central France.,469968,15786706,1,Wikipédia : Lavoûte-Chilhac,Wikipédia : Lavoûte-Chilhac
Léotoing,Léotoing,city,auvergne,"[45.362115,3.22233400000005]",,43410 Léotoing,Léotoing est une commune française située dans le département de la Haute-Loire en région Auvergne-Rhône-Alpes.,Léotoing is a commune in the Haute-Loire department in south-central France.,469972,15786718,1,Wikipédia : Léotoing,Wikipédia : Léotoing
MARÉIS - Centre de découverte de la pêche en mer,,museum,nord,"[50.518596,1.63032699999997]",www.mareis.fr,"Boulevard Bigot Descelers, 62630 Étaples","Maréis, centre de découverte de la pêche en mer, est situé à Étaples dans le Pas-de-Calais.",,4763609,,1,Wikipédia : Maréis,
Le Puy-en-Velay,Le Puy-en-Velay,nature,auvergne,"[45.042768,3.88293599999997]",,43000 Le Puy-en-Velay,"Le Puy-en-Velay (anciennement Le Puy) est une commune française située dans la région Auvergne-Rhône-Alpes. C'est la préfecture du département de la Haute-Loire et la capitale historique du Velay.
La ville est réputée pour sa fabrication de la dentelle du Puy, la culture de la lentille verte du Puy et la production de Verveine du Velay. Elle est aussi connue pour être le départ de la Via Podiensis, un des quatre chemins de Compostelle français.","Le Puy-en-Velay (French pronunciation: ​[lə pɥiɑ̃vəlɛ]; Occitan: Lo Puèi de Velai [lu ˈpœj ðə vəˈlaj]) is a commune in the Haute-Loire department in south-central France near the Loire river. Its inhabitants are called Ponots. The city is famous for its cathedral, for a kind of lentil, for its lace-making,  and for being the origin of the Chemin du Puy, one of the principal origin points of the pilgrimage route of Santiago de Compostela in France.",63327,983962,1,Wikipédia : Le Puy-en-Velay,Wikipédia : Le Puy-en-Velay
Festival Interceltique de Lorient,Festival Interceltique de Lorient,event,bretagne,"[47.7483918,-3.3682804]",www.festival-interceltique.bzh,"Rue Pierre Guergadic, 56100 Lorient","Le Festival interceltique de Lorient, abrégé en FIL (en breton : Emvod ar Gelted en Oriant) se tient tous les ans à Lorient, en Bretagne. Il réunit des dizaines de groupes des pays et régions d'origine celtique pendant dix jours lors de la première quinzaine d'août.
Le festival trouve son origine dans l'accueil en 1971 d'une compétition de bagadoù. Il s'est tourné vers l'interceltisme dès l'année suivante pour se démarquer d'autres festivals de la région, puis s'est ouvert à d'autres formes d'expressions culturelles par la suite. Il devient à partir de la fin des années 1990 l'un des festivals français les plus importants par son nombre de visiteurs, en accueillant jusqu'à 800 000 visiteurs dont 115 000 entrées payantes en 2010.
Sa programmation est avant tout tournée vers des concerts et des spectacles de danses. Il accueille par ailleurs des compétitions musicales, comme des épreuves du championnat national des bagadoù, de danses comme celles de la fédération War 'l leur et des compétitions propres au festival. D'autres animations comme des défilés ou des activités de découvertes culturelles sont aussi organisées.
Il a une importante influence sur son territoire, tant sur le plan économique que sur le plan médiatique. Le festival agit aussi comme un acteur culturel, permettant la création et la diffusion dans le domaine des cultures bretonne et celtique.","The Festival Interceltique de Lorient (French), Gouelioù Etrekeltiek An Oriant (Breton) or Inter-Celtic Festival of Lorient in English, is an annual Celtic festival, located in the city of Lorient, Brittany, France. It was founded in 1971 by Polig.
This annual festival takes place in the heart of the city every August and is dedicated to the cultural traditions of the Celtic nations (pays celtes in Brittany), highlighting Celtic music and dance and also including other arts such as painting, photography, theatre, sculpture, traditional artisan as well as sport and gastronomy.
Participants come from Brittany, Ireland, Scotland, Cornwall, Wales, Cumbria, the Isle of Man, Cape Breton Island, Galicia, Asturias, Acadia, and the entire Celtic diaspora.",102435,4275883,1,Wikipédia : Festival interceltique de Lorient,Wikipédia : Festival Interceltique de Lorient
Ouessant,Ushant,city,bretagne,"[48.4613624,-5.09139479999999]",,Ouessant,"Ouessant /wɛsɑ̃/, en breton : Eusa /ˈøsa/, est une commune insulaire du département du Finistère, dans la région Bretagne, constituée pour l'essentiel par l'île d'Ouessant dans l'océan Atlantique. Le bourg d'Ouessant s'appelle Lampaul. Ses habitants sont appelés les Ouessantins. Ouessant fait partie du parc naturel régional d'Armorique et du parc naturel marin d'Iroise.","Ushant (; Breton: Eusa, pronounced [ˈøsa]; French: Ouessant, pronounced [wɛsɑ̃]) is a French island at the south-western end of the English Channel which marks the north-westernmost point of metropolitan France. It belongs to Brittany and is in the traditional region of Leon. Administratively, Ushant is a commune in the Finistère department. It is the only place in Brittany, except the name Brittany itself, with a separate name in English.",12884,476723,1,Wikipédia : Ouessant,Wikipédia : Ushant
Château de Chenonceau,Château de Chenonceau,historical,centre,"[47.3248696,1.07030050000003]",www.chenonceau.com,37150 Chenonceaux,"Le château de Chenonceau est un château de la Loire situé en Touraine, sur la commune de Chenonceaux, dans le département d'Indre-et-Loire en région Centre-Val de Loire.
Chenonceau avec sa célèbre galerie à deux étages qui domine le Cher est l'un des fleurons de l'architecture du Val de Loire. Ses emprunts à l'Italie et ses caractéristiques françaises sont clairement perceptibles.
Chenonceau est construit, aménagé et transformé par des femmes très différentes de par leur tempérament. Il est édifié par Katherine Briçonnet en 1513, enrichi par Diane de Poitiers et agrandi sous Catherine de Médicis. Il devient un lieu de recueillement avec la reine blanche Louise de Lorraine, puis il est sauvegardé par Louise Dupin au cours de la Révolution française et enfin, métamorphosé par madame Pelouze.
De par le grand nombre de personnalités féminines qui en ont eu la charge, il est surnommé le château des Dames.
Le domaine privé de Chenonceau appartient à la famille Menier depuis 1913 et il est ouvert à la visite.
Le château est classé au titre des monuments historiques depuis son inscription sur la liste de 1840 et le parc par arrêté en date du 7 novembre 1962. L'édifice et son environnement sont classés au patrimoine mondial de l'Unesco depuis le 9 juillet 2017.","The Château de Chenonceau (French: [ʃɑto də ʃənɔ̃so]) is a French château spanning the River Cher, near the small village of Chenonceaux in the Indre-et-Loire département of the Loire Valley in France. It is one of the best-known châteaux of the Loire valley, and it and Montsoreau are the only chateaux built over the Loire river bed.
The estate of Chenonceau is first mentioned in writing in the 11th century. The current château was built in 1514–1522 on the foundations of an old mill and was later extended to span the river. The bridge over the river was built (1556-1559) to designs by the French Renaissance architect Philibert de l'Orme, and the gallery on the bridge, built from 1570–1576 to designs by Jean Bullant.",134540,82268,3,Wikipédia : Château de Chenonceau,Wikipédia : Château de Chenonceau
